order_item_id,order_id,menu_id,quantity,unit_price,subtotal
OI02488,ORD01677,M039,3,20.39,61.17
OI02489,ORD01677,M022,1,6.86,6.86
OI02490,ORD01678,M044,3,22.8,68.4
OI02491,ORD01678,M045,3,14.72,44.16
OI02492,ORD01679,M047,1,12.49,12.49
OI02493,ORD01679,M018,3,6.4,19.2
OI02494,ORD01680,M034,3,17.18,51.54
OI02495,ORD01681,M041,1,18.7,18.7
OI02496,ORD01682,M021,1,23.11,23.11
OI02497,ORD01683,M003,3,13.14,39.42
OI02498,ORD01683,M039,2,20.39,40.78
OI02499,ORD01684,M033,1,9.14,9.14
OI02500,ORD01685,M028,1,10.31,10.31
OI02501,ORD01685,M019,1,11.31,11.31
OI02502,ORD01686,M023,3,7.84,23.52
OI02503,ORD01687,M030,3,20.38,61.14
OI02504,ORD01688,M041,3,18.7,56.1
OI02505,ORD01689,M019,1,11.31,11.31
OI02506,ORD01689,M012,1,11.68,11.68
OI02507,ORD01690,M011,3,11.74,35.22
OI02508,ORD01691,M001,1,6.05,6.05
OI02509,ORD01691,M026,2,23.22,46.44
OI02510,ORD01692,M006,2,5.76,11.52
OI02511,ORD01692,M024,2,20.8,41.6
OI02512,ORD01693,M007,1,15.72,15.72
OI02513,ORD01693,M003,3,13.14,39.42
OI02514,ORD01694,M017,1,16.95,16.95
OI02515,ORD01694,M036,1,21.19,21.19
OI02516,ORD01695,M033,2,9.14,18.28
OI02517,ORD01696,M005,1,23.02,23.02
OI02518,ORD01696,M004,3,7.15,21.45
OI02519,ORD01697,M026,1,23.22,23.22
OI02520,ORD01698,M013,2,9.9,19.8
OI02521,ORD01698,M017,2,16.95,33.9
OI02522,ORD01699,M030,2,20.38,40.76
OI02523,ORD01699,M029,2,21.76,43.52
OI02524,ORD01700,M027,1,16.47,16.47
OI02525,ORD01701,M024,3,20.8,62.4
OI02526,ORD01702,M029,3,21.76,65.28
OI02527,ORD01703,M042,1,17.77,17.77
OI02528,ORD01704,M048,3,5.64,16.92
OI02529,ORD01704,M047,2,12.49,24.98
OI02530,ORD01705,M038,1,12.96,12.96
OI02531,ORD01705,M018,3,6.4,19.2
OI02532,ORD01706,M010,1,8.19,8.19
OI02533,ORD01706,M012,2,11.68,23.36
OI02534,ORD01707,M023,3,7.84,23.52
OI02535,ORD01707,M019,3,11.31,33.93
OI02536,ORD01708,M019,1,11.31,11.31
OI02537,ORD01708,M014,1,5.03,5.03
OI02538,ORD01709,M029,1,21.76,21.76
OI02539,ORD01710,M037,2,11.31,22.62
OI02540,ORD01710,M024,1,20.8,20.8
OI02541,ORD01711,M022,3,6.86,20.58
OI02542,ORD01711,M001,3,6.05,18.15
OI02543,ORD01712,M009,1,22.04,22.04
OI02544,ORD01713,M047,2,12.49,24.98
OI02545,ORD01713,M015,1,13.73,13.73
OI02546,ORD01714,M038,1,12.96,12.96
OI02547,ORD01714,M001,3,6.05,18.15
OI02548,ORD01715,M033,1,9.14,9.14
OI02549,ORD01715,M044,2,22.8,45.6
OI02550,ORD01716,M006,2,5.76,11.52
OI02551,ORD01716,M023,3,7.84,23.52
OI02552,ORD01717,M016,1,6.75,6.75
OI02553,ORD01717,M035,3,15.54,46.62
OI02554,ORD01718,M017,1,16.95,16.95
OI02555,ORD01719,M023,3,7.84,23.52
OI02556,ORD01720,M001,1,6.05,6.05
OI02557,ORD01721,M019,2,11.31,22.62
OI02558,ORD01721,M025,2,5.42,10.84
OI02559,ORD01722,M027,2,16.47,32.94
OI02560,ORD01723,M012,1,11.68,11.68
OI02561,ORD01723,M048,1,5.64,5.64
OI02562,ORD01724,M001,3,6.05,18.15
OI02563,ORD01725,M037,2,11.31,22.62
OI02564,ORD01725,M050,3,8.63,25.89
OI02565,ORD01726,M047,1,12.49,12.49
OI02566,ORD01726,M020,3,13.97,41.91
OI02567,ORD01727,M024,3,20.8,62.4
OI02568,ORD01727,M048,2,5.64,11.28
OI02569,ORD01728,M011,2,11.74,23.48
OI02570,ORD01728,M040,3,15.26,45.78
OI02571,ORD01729,M003,1,13.14,13.14
OI02572,ORD01729,M004,2,7.15,14.3
OI02573,ORD01730,M016,1,6.75,6.75
OI02574,ORD01731,M050,3,8.63,25.89
OI02575,ORD01731,M030,1,20.38,20.38
OI02576,ORD01732,M007,3,15.72,47.16
OI02577,ORD01733,M037,3,11.31,33.93
OI02578,ORD01734,M012,2,11.68,23.36
OI02579,ORD01734,M011,1,11.74,11.74
OI02580,ORD01735,M034,1,17.18,17.18
OI02581,ORD01736,M049,3,20.08,60.24
OI02582,ORD01736,M004,1,7.15,7.15
OI02583,ORD01737,M013,2,9.9,19.8
OI02584,ORD01737,M036,2,21.19,42.38
OI02585,ORD01738,M009,2,22.04,44.08
OI02586,ORD01739,M033,3,9.14,27.42
OI02587,ORD01739,M042,3,17.77,53.31
OI02588,ORD01740,M010,3,8.19,24.57
OI02589,ORD01741,M001,2,6.05,12.1
OI02590,ORD01741,M049,2,20.08,40.16
OI02591,ORD01742,M027,2,16.47,32.94
OI02592,ORD01743,M009,1,22.04,22.04
OI02593,ORD01743,M020,1,13.97,13.97
OI02594,ORD01744,M044,1,22.8,22.8
OI02595,ORD01744,M034,2,17.18,34.36
OI02596,ORD01745,M050,1,8.63,8.63
OI02597,ORD01745,M006,1,5.76,5.76
OI02598,ORD01746,M005,3,23.02,69.06
OI02599,ORD01746,M001,2,6.05,12.1
OI02600,ORD01747,M037,3,11.31,33.93
OI02601,ORD01747,M011,2,11.74,23.48
OI02602,ORD01748,M018,3,6.4,19.2
OI02603,ORD01749,M003,2,13.14,26.28
OI02604,ORD01749,M029,1,21.76,21.76
OI02605,ORD01750,M013,1,9.9,9.9
OI02606,ORD01750,M032,3,21.03,63.09
OI02607,ORD01751,M030,3,20.38,61.14
OI02608,ORD01751,M024,2,20.8,41.6
OI02609,ORD01752,M015,1,13.73,13.73
OI02610,ORD01753,M014,2,5.03,10.06
OI02611,ORD01754,M012,1,11.68,11.68
OI02612,ORD01754,M016,1,6.75,6.75
OI02613,ORD01755,M018,2,6.4,12.8
OI02614,ORD01755,M045,1,14.72,14.72
OI02615,ORD01756,M008,3,11.64,34.92
OI02616,ORD01756,M039,2,20.39,40.78
OI02617,ORD01757,M003,1,13.14,13.14
OI02618,ORD01758,M021,1,23.11,23.11
OI02619,ORD01758,M025,3,5.42,16.26
OI02620,ORD01759,M004,3,7.15,21.45
OI02621,ORD01760,M011,2,11.74,23.48
OI02622,ORD01760,M037,2,11.31,22.62
OI02623,ORD01761,M009,1,22.04,22.04
OI02624,ORD01762,M038,1,12.96,12.96
OI02625,ORD01762,M023,3,7.84,23.52
OI02626,ORD01763,M007,1,15.72,15.72
OI02627,ORD01763,M050,1,8.63,8.63
OI02628,ORD01764,M001,3,6.05,18.15
OI02629,ORD01764,M019,3,11.31,33.93
OI02630,ORD01765,M032,1,21.03,21.03
OI02631,ORD01765,M042,2,17.77,35.54
OI02632,ORD01766,M015,3,13.73,41.19
OI02633,ORD01766,M010,2,8.19,16.38
OI02634,ORD01767,M029,2,21.76,43.52
OI02635,ORD01767,M029,1,21.76,21.76
OI02636,ORD01768,M031,2,11.87,23.74
OI02637,ORD01769,M041,3,18.7,56.1
OI02638,ORD01770,M048,1,5.64,5.64
OI02639,ORD01770,M038,1,12.96,12.96
OI02640,ORD01771,M036,1,21.19,21.19
OI02641,ORD01772,M017,3,16.95,50.85
OI02642,ORD01773,M003,2,13.14,26.28
OI02643,ORD01774,M044,1,22.8,22.8
OI02644,ORD01774,M011,2,11.74,23.48
OI02645,ORD01775,M002,2,6.74,13.48
OI02646,ORD01775,M016,2,6.75,13.5
OI02647,ORD01776,M003,3,13.14,39.42
OI02648,ORD01776,M048,1,5.64,5.64
OI02649,ORD01777,M029,1,21.76,21.76
OI02650,ORD01778,M007,2,15.72,31.44
OI02651,ORD01778,M038,2,12.96,25.92
OI02652,ORD01779,M010,3,8.19,24.57
OI02653,ORD01779,M022,1,6.86,6.86
OI02654,ORD01780,M039,1,20.39,20.39
OI02655,ORD01780,M034,2,17.18,34.36
OI02656,ORD01781,M034,2,17.18,34.36
OI02657,ORD01782,M025,2,5.42,10.84
OI02658,ORD01782,M021,2,23.11,46.22
OI02659,ORD01783,M026,3,23.22,69.66
OI02660,ORD01783,M037,1,11.31,11.31
OI02661,ORD01784,M012,3,11.68,35.04
OI02662,ORD01785,M026,3,23.22,69.66
OI02663,ORD01785,M005,3,23.02,69.06
OI02664,ORD01786,M005,2,23.02,46.04
OI02665,ORD01787,M002,1,6.74,6.74
OI02666,ORD01788,M026,3,23.22,69.66
OI02667,ORD01789,M004,3,7.15,21.45
OI02668,ORD01789,M009,1,22.04,22.04
OI02669,ORD01790,M016,3,6.75,20.25
OI02670,ORD01790,M030,1,20.38,20.38
OI02671,ORD01791,M004,1,7.15,7.15
OI02672,ORD01791,M040,3,15.26,45.78
OI02673,ORD01792,M018,1,6.4,6.4
OI02674,ORD01793,M002,1,6.74,6.74
OI02675,ORD01793,M049,1,20.08,20.08
OI02676,ORD01794,M006,1,5.76,5.76
OI02677,ORD01794,M010,1,8.19,8.19
OI02678,ORD01795,M008,3,11.64,34.92
OI02679,ORD01796,M032,3,21.03,63.09
OI02680,ORD01796,M001,2,6.05,12.1
OI02681,ORD01797,M015,2,13.73,27.46
OI02682,ORD01797,M049,2,20.08,40.16
OI02683,ORD01798,M003,1,13.14,13.14
OI02684,ORD01798,M005,2,23.02,46.04
OI02685,ORD01799,M036,2,21.19,42.38
OI02686,ORD01800,M009,2,22.04,44.08
OI02687,ORD01801,M008,2,11.64,23.28
OI02688,ORD01802,M008,1,11.64,11.64
OI02689,ORD01802,M023,1,7.84,7.84
OI02690,ORD01803,M023,1,7.84,7.84
OI02691,ORD01804,M016,3,6.75,20.25
OI02692,ORD01804,M023,2,7.84,15.68
OI02693,ORD01805,M032,3,21.03,63.09
OI02694,ORD01805,M010,1,8.19,8.19
OI02695,ORD01806,M048,1,5.64,5.64
OI02696,ORD01807,M014,2,5.03,10.06
OI02697,ORD01807,M032,1,21.03,21.03
OI02698,ORD01808,M024,2,20.8,41.6
OI02699,ORD01808,M014,3,5.03,15.09
OI02700,ORD01809,M048,2,5.64,11.28
OI02701,ORD01810,M040,1,15.26,15.26
OI02702,ORD01811,M004,3,7.15,21.45
OI02703,ORD01812,M032,2,21.03,42.06
OI02704,ORD01812,M010,3,8.19,24.57
OI02705,ORD01813,M009,2,22.04,44.08
OI02706,ORD01813,M050,2,8.63,17.26
OI02707,ORD01814,M015,2,13.73,27.46
OI02708,ORD01814,M038,2,12.96,25.92
OI02709,ORD01815,M006,2,5.76,11.52
OI02710,ORD01816,M037,2,11.31,22.62
OI02711,ORD01817,M035,2,15.54,31.08
OI02712,ORD01817,M004,1,7.15,7.15
OI02713,ORD01818,M018,1,6.4,6.4
OI02714,ORD01818,M049,1,20.08,20.08
OI02715,ORD01819,M025,3,5.42,16.26
OI02716,ORD01819,M002,2,6.74,13.48
OI02717,ORD01820,M010,3,8.19,24.57
OI02718,ORD01820,M033,1,9.14,9.14
OI02719,ORD01821,M023,3,7.84,23.52
OI02720,ORD01821,M014,2,5.03,10.06
OI02721,ORD01822,M006,1,5.76,5.76
OI02722,ORD01823,M030,3,20.38,61.14
OI02723,ORD01823,M040,2,15.26,30.52
OI02724,ORD01824,M021,1,23.11,23.11
OI02725,ORD01825,M014,1,5.03,5.03
OI02726,ORD01825,M041,3,18.7,56.1
OI02727,ORD01826,M004,3,7.15,21.45
OI02728,ORD01827,M050,1,8.63,8.63
OI02729,ORD01828,M020,1,13.97,13.97
OI02730,ORD01829,M036,3,21.19,63.57
OI02731,ORD01829,M029,1,21.76,21.76
OI02732,ORD01830,M042,2,17.77,35.54
OI02733,ORD01830,M038,3,12.96,38.88
OI02734,ORD01831,M037,3,11.31,33.93
OI02735,ORD01831,M048,2,5.64,11.28
OI02736,ORD01832,M001,3,6.05,18.15
OI02737,ORD01833,M025,2,5.42,10.84
OI02738,ORD01833,M042,2,17.77,35.54
OI02739,ORD01834,M036,1,21.19,21.19
OI02740,ORD01835,M045,3,14.72,44.16
OI02741,ORD01836,M032,2,21.03,42.06
OI02742,ORD01837,M008,1,11.64,11.64
OI02743,ORD01837,M032,2,21.03,42.06
OI02744,ORD01838,M049,2,20.08,40.16
OI02745,ORD01838,M045,1,14.72,14.72
OI02746,ORD01839,M001,3,6.05,18.15
OI02747,ORD01840,M037,3,11.31,33.93
OI02748,ORD01840,M039,2,20.39,40.78
OI02749,ORD01841,M040,3,15.26,45.78
OI02750,ORD01841,M001,2,6.05,12.1
OI02751,ORD01842,M021,2,23.11,46.22
OI02752,ORD01843,M049,1,20.08,20.08
OI02753,ORD01843,M012,2,11.68,23.36
OI02754,ORD01844,M010,2,8.19,16.38
OI02755,ORD01844,M003,1,13.14,13.14
OI02756,ORD01845,M011,3,11.74,35.22
OI02757,ORD01846,M032,2,21.03,42.06
OI02758,ORD01847,M050,3,8.63,25.89
OI02759,ORD01848,M041,2,18.7,37.4
OI02760,ORD01848,M043,3,18.33,54.99
OI02761,ORD01849,M012,1,11.68,11.68
OI02762,ORD01850,M008,3,11.64,34.92
OI02763,ORD01850,M002,3,6.74,20.22
OI02764,ORD01851,M006,1,5.76,5.76
OI02765,ORD01852,M027,1,16.47,16.47
OI02766,ORD01853,M023,2,7.84,15.68
OI02767,ORD01854,M044,3,22.8,68.4
OI02768,ORD01854,M031,2,11.87,23.74
OI02769,ORD01855,M039,2,20.39,40.78
OI02770,ORD01855,M003,2,13.14,26.28
OI02771,ORD01856,M034,3,17.18,51.54
OI02772,ORD01856,M045,2,14.72,29.44
OI02773,ORD01857,M042,1,17.77,17.77
OI02774,ORD01858,M034,2,17.18,34.36
OI02775,ORD01858,M001,1,6.05,6.05
OI02776,ORD01859,M029,1,21.76,21.76
OI02777,ORD01860,M024,2,20.8,41.6
OI02778,ORD01860,M031,1,11.87,11.87
OI02779,ORD01861,M003,2,13.14,26.28
OI02780,ORD01862,M034,1,17.18,17.18
OI02781,ORD01862,M038,1,12.96,12.96
OI02782,ORD01863,M018,1,6.4,6.4
OI02783,ORD01864,M014,1,5.03,5.03
OI02784,ORD01864,M018,2,6.4,12.8
OI02785,ORD01865,M021,3,23.11,69.33
OI02786,ORD01866,M026,2,23.22,46.44
OI02787,ORD01866,M023,2,7.84,15.68
OI02788,ORD01867,M025,1,5.42,5.42
OI02789,ORD01867,M049,1,20.08,20.08
OI02790,ORD01868,M049,3,20.08,60.24
OI02791,ORD01868,M042,3,17.77,53.31
OI02792,ORD01869,M050,2,8.63,17.26
OI02793,ORD01870,M008,1,11.64,11.64
OI02794,ORD01871,M015,3,13.73,41.19
OI02795,ORD01872,M036,3,21.19,63.57
OI02796,ORD01873,M050,1,8.63,8.63
OI02797,ORD01873,M039,3,20.39,61.17
OI02798,ORD01874,M034,1,17.18,17.18
OI02799,ORD01875,M011,2,11.74,23.48
OI02800,ORD01875,M008,2,11.64,23.28
OI02801,ORD01876,M044,2,22.8,45.6
OI02802,ORD01876,M033,3,9.14,27.42
OI02803,ORD01877,M023,2,7.84,15.68
OI02804,ORD01878,M043,2,18.33,36.66
OI02805,ORD01878,M045,1,14.72,14.72
OI02806,ORD01879,M017,2,16.95,33.9
OI02807,ORD01880,M046,1,18.37,18.37
OI02808,ORD01880,M020,3,13.97,41.91
OI02809,ORD01881,M021,1,23.11,23.11
OI02810,ORD01881,M040,2,15.26,30.52
OI02811,ORD01882,M046,2,18.37,36.74
OI02812,ORD01882,M033,3,9.14,27.42
OI02813,ORD01883,M005,1,23.02,23.02
OI02814,ORD01884,M038,1,12.96,12.96
OI02815,ORD01885,M045,3,14.72,44.16
OI02816,ORD01886,M048,1,5.64,5.64
OI02817,ORD01886,M049,2,20.08,40.16
OI02818,ORD01887,M028,3,10.31,30.93
OI02819,ORD01887,M018,3,6.4,19.2
OI02820,ORD01888,M024,1,20.8,20.8
OI02821,ORD01888,M049,2,20.08,40.16
OI02822,ORD01889,M010,2,8.19,16.38
OI02823,ORD01890,M038,2,12.96,25.92
OI02824,ORD01891,M009,3,22.04,66.12
OI02825,ORD01892,M044,1,22.8,22.8
OI02826,ORD01893,M003,2,13.14,26.28
OI02827,ORD01894,M017,2,16.95,33.9
OI02828,ORD01895,M046,2,18.37,36.74
OI02829,ORD01895,M015,1,13.73,13.73
OI02830,ORD01896,M003,3,13.14,39.42
OI02831,ORD01897,M027,3,16.47,49.41
OI02832,ORD01898,M004,1,7.15,7.15
OI02833,ORD01899,M006,2,5.76,11.52
OI02834,ORD01899,M025,1,5.42,5.42
OI02835,ORD01900,M032,3,21.03,63.09
OI02836,ORD01900,M022,3,6.86,20.58
OI02837,ORD01901,M004,1,7.15,7.15
OI02838,ORD01901,M020,3,13.97,41.91
OI02839,ORD01902,M036,3,21.19,63.57
OI02840,ORD01903,M034,3,17.18,51.54
OI02841,ORD01903,M023,3,7.84,23.52
OI02842,ORD01904,M017,1,16.95,16.95
OI02843,ORD01904,M025,2,5.42,10.84
OI02844,ORD01905,M010,3,8.19,24.57
OI02845,ORD01906,M025,3,5.42,16.26
OI02846,ORD01906,M032,1,21.03,21.03
OI02847,ORD01907,M041,1,18.7,18.7
OI02848,ORD01907,M023,1,7.84,7.84
OI02849,ORD01908,M015,2,13.73,27.46
OI02850,ORD01909,M022,2,6.86,13.72
OI02851,ORD01910,M024,2,20.8,41.6
OI02852,ORD01911,M044,2,22.8,45.6
OI02853,ORD01912,M030,1,20.38,20.38
OI02854,ORD01912,M050,3,8.63,25.89
OI02855,ORD01913,M047,3,12.49,37.47
OI02856,ORD01913,M039,2,20.39,40.78
OI02857,ORD01914,M019,2,11.31,22.62
OI02858,ORD01914,M027,1,16.47,16.47
OI02859,ORD01915,M013,3,9.9,29.7
OI02860,ORD01915,M020,2,13.97,27.94
OI02861,ORD01916,M034,1,17.18,17.18
OI02862,ORD01916,M050,3,8.63,25.89
OI02863,ORD01917,M028,1,10.31,10.31
OI02864,ORD01918,M027,2,16.47,32.94
OI02865,ORD01919,M005,2,23.02,46.04
OI02866,ORD01920,M018,1,6.4,6.4
OI02867,ORD01920,M002,2,6.74,13.48
OI02868,ORD01921,M047,2,12.49,24.98
OI02869,ORD01922,M021,1,23.11,23.11
OI02870,ORD01922,M017,2,16.95,33.9
OI02871,ORD01923,M035,3,15.54,46.62
OI02872,ORD01924,M037,1,11.31,11.31
OI02873,ORD01925,M042,1,17.77,17.77
OI02874,ORD01926,M011,2,11.74,23.48
OI02875,ORD01927,M043,2,18.33,36.66
OI02876,ORD01927,M007,1,15.72,15.72
OI02877,ORD01928,M006,1,5.76,5.76
OI02878,ORD01929,M010,2,8.19,16.38
OI02879,ORD01929,M033,3,9.14,27.42
OI02880,ORD01930,M033,1,9.14,9.14
OI02881,ORD01930,M001,1,6.05,6.05
OI02882,ORD01931,M018,2,6.4,12.8
OI02883,ORD01931,M001,3,6.05,18.15
OI02884,ORD01932,M023,1,7.84,7.84
OI02885,ORD01933,M006,1,5.76,5.76
OI02886,ORD01934,M004,1,7.15,7.15
OI02887,ORD01935,M025,3,5.42,16.26
OI02888,ORD01936,M038,1,12.96,12.96
OI02889,ORD01937,M034,3,17.18,51.54
OI02890,ORD01938,M014,1,5.03,5.03
OI02891,ORD01938,M048,3,5.64,16.92
OI02892,ORD01939,M008,2,11.64,23.28
OI02893,ORD01940,M022,3,6.86,20.58
OI02894,ORD01941,M030,2,20.38,40.76
OI02895,ORD01941,M007,2,15.72,31.44
OI02896,ORD01942,M005,2,23.02,46.04
OI02897,ORD01942,M030,1,20.38,20.38
OI02898,ORD01943,M034,1,17.18,17.18
OI02899,ORD01943,M001,1,6.05,6.05
OI02900,ORD01944,M044,3,22.8,68.4
OI02901,ORD01945,M035,2,15.54,31.08
OI02902,ORD01945,M041,2,18.7,37.4
OI02903,ORD01946,M030,1,20.38,20.38
OI02904,ORD01946,M036,1,21.19,21.19
OI02905,ORD01947,M048,3,5.64,16.92
OI02906,ORD01947,M013,2,9.9,19.8
OI02907,ORD01948,M005,2,23.02,46.04
OI02908,ORD01949,M015,1,13.73,13.73
OI02909,ORD01950,M021,3,23.11,69.33
OI02910,ORD01950,M026,3,23.22,69.66
OI02911,ORD01951,M027,2,16.47,32.94
OI02912,ORD01951,M005,3,23.02,69.06
OI02913,ORD01952,M004,1,7.15,7.15
OI02914,ORD01952,M045,2,14.72,29.44
OI02915,ORD01953,M033,2,9.14,18.28
OI02916,ORD01953,M037,2,11.31,22.62
OI02917,ORD01954,M011,1,11.74,11.74
OI02918,ORD01955,M044,3,22.8,68.4
OI02919,ORD01956,M032,3,21.03,63.09
OI02920,ORD01957,M007,1,15.72,15.72
OI02921,ORD01958,M039,2,20.39,40.78
OI02922,ORD01959,M045,1,14.72,14.72
OI02923,ORD01960,M049,1,20.08,20.08
OI02924,ORD01961,M015,1,13.73,13.73
OI02925,ORD01961,M022,1,6.86,6.86
OI02926,ORD01962,M011,3,11.74,35.22
OI02927,ORD01962,M014,3,5.03,15.09
OI02928,ORD01963,M008,1,11.64,11.64
OI02929,ORD01963,M025,3,5.42,16.26
OI02930,ORD01964,M044,2,22.8,45.6
OI02931,ORD01964,M001,3,6.05,18.15
OI02932,ORD01965,M028,3,10.31,30.93
OI02933,ORD01966,M004,1,7.15,7.15
OI02934,ORD01966,M037,1,11.31,11.31
OI02935,ORD01967,M008,2,11.64,23.28
OI02936,ORD01968,M026,1,23.22,23.22
OI02937,ORD01968,M024,1,20.8,20.8
OI02938,ORD01969,M007,1,15.72,15.72
OI02939,ORD01969,M040,2,15.26,30.52
OI02940,ORD01970,M030,2,20.38,40.76
OI02941,ORD01971,M032,1,21.03,21.03
OI02942,ORD01972,M045,1,14.72,14.72
OI02943,ORD01972,M023,3,7.84,23.52
OI02944,ORD01973,M031,2,11.87,23.74
OI02945,ORD01974,M025,3,5.42,16.26
OI02946,ORD01974,M009,3,22.04,66.12
OI02947,ORD01975,M025,2,5.42,10.84
OI02948,ORD01975,M013,1,9.9,9.9
OI02949,ORD01976,M008,2,11.64,23.28
OI02950,ORD01977,M012,1,11.68,11.68
OI02951,ORD01977,M047,2,12.49,24.98
OI02952,ORD01978,M019,1,11.31,11.31
OI02953,ORD01978,M028,2,10.31,20.62
OI02954,ORD01979,M049,1,20.08,20.08
OI02955,ORD01980,M033,2,9.14,18.28
OI02956,ORD01980,M002,3,6.74,20.22
OI02957,ORD01981,M011,3,11.74,35.22
OI02958,ORD01981,M033,3,9.14,27.42
OI02959,ORD01982,M042,2,17.77,35.54
OI02960,ORD01983,M019,3,11.31,33.93
OI02961,ORD01984,M043,2,18.33,36.66
OI02962,ORD01984,M049,3,20.08,60.24
OI02963,ORD01985,M046,2,18.37,36.74
OI02964,ORD01986,M046,3,18.37,55.11
OI02965,ORD01986,M015,3,13.73,41.19
OI02966,ORD01987,M043,3,18.33,54.99
OI02967,ORD01988,M030,2,20.38,40.76
OI02968,ORD01989,M032,2,21.03,42.06
OI02969,ORD01990,M030,3,20.38,61.14
OI02970,ORD01991,M034,3,17.18,51.54
OI02971,ORD01992,M011,1,11.74,11.74
OI02972,ORD01993,M004,2,7.15,14.3
OI02973,ORD01994,M003,2,13.14,26.28
OI02974,ORD01995,M023,3,7.84,23.52
OI02975,ORD01995,M038,3,12.96,38.88
OI02976,ORD01996,M020,3,13.97,41.91
OI02977,ORD01997,M017,3,16.95,50.85
OI02978,ORD01998,M050,3,8.63,25.89
OI02979,ORD01999,M004,1,7.15,7.15
OI02980,ORD01999,M046,2,18.37,36.74
OI02981,ORD02000,M015,2,13.73,27.46
OI02982,ORD02000,M032,1,21.03,21.03
OI02983,ORD02001,M006,3,5.76,17.28
OI02984,ORD02001,M030,2,20.38,40.76
OI02985,ORD02002,M046,3,18.37,55.11
OI02986,ORD02003,M023,1,7.84,7.84
OI02987,ORD02004,M020,2,13.97,27.94
OI02988,ORD02004,M014,1,5.03,5.03
OI02989,ORD02005,M035,3,15.54,46.62
OI02990,ORD02005,M031,2,11.87,23.74
OI02991,ORD02006,M046,1,18.37,18.37
OI02992,ORD02007,M049,3,20.08,60.24
OI02993,ORD02007,M024,3,20.8,62.4
OI02994,ORD02008,M037,1,11.31,11.31
OI02995,ORD02009,M029,1,21.76,21.76
OI02996,ORD02010,M024,1,20.8,20.8
OI02997,ORD02011,M044,3,22.8,68.4
OI02998,ORD02012,M035,2,15.54,31.08
OI02999,ORD02012,M050,3,8.63,25.89
OI03000,ORD02013,M029,2,21.76,43.52
OI03001,ORD02013,M013,1,9.9,9.9
OI03002,ORD02014,M014,2,5.03,10.06
OI03003,ORD02014,M049,3,20.08,60.24
OI03004,ORD02015,M042,2,17.77,35.54
OI03005,ORD02015,M004,3,7.15,21.45
OI03006,ORD02016,M027,3,16.47,49.41
OI03007,ORD02017,M049,3,20.08,60.24
OI03008,ORD02017,M019,2,11.31,22.62
OI03009,ORD02018,M024,2,20.8,41.6
OI03010,ORD02018,M046,2,18.37,36.74
OI03011,ORD02019,M042,2,17.77,35.54
OI03012,ORD02019,M002,2,6.74,13.48
OI03013,ORD02020,M013,2,9.9,19.8
OI03014,ORD02020,M003,1,13.14,13.14
OI03015,ORD02021,M009,2,22.04,44.08
OI03016,ORD02021,M030,3,20.38,61.14
OI03017,ORD02022,M031,1,11.87,11.87
OI03018,ORD02023,M039,3,20.39,61.17
OI03019,ORD02024,M019,1,11.31,11.31
OI03020,ORD02024,M019,1,11.31,11.31
OI03021,ORD02025,M020,3,13.97,41.91
OI03022,ORD02025,M026,1,23.22,23.22
OI03023,ORD02026,M011,1,11.74,11.74
OI03024,ORD02026,M031,2,11.87,23.74
OI03025,ORD02027,M048,3,5.64,16.92
OI03026,ORD02028,M026,3,23.22,69.66
OI03027,ORD02028,M003,3,13.14,39.42
OI03028,ORD02029,M036,3,21.19,63.57
OI03029,ORD02030,M036,3,21.19,63.57
OI03030,ORD02030,M033,1,9.14,9.14
OI03031,ORD02031,M004,2,7.15,14.3
OI03032,ORD02031,M042,2,17.77,35.54
OI03033,ORD02032,M005,1,23.02,23.02
OI03034,ORD02032,M047,2,12.49,24.98
OI03035,ORD02033,M046,2,18.37,36.74
OI03036,ORD02033,M022,2,6.86,13.72
OI03037,ORD02034,M036,3,21.19,63.57
OI03038,ORD02035,M041,1,18.7,18.7
OI03039,ORD02035,M026,3,23.22,69.66
OI03040,ORD02036,M010,1,8.19,8.19
OI03041,ORD02036,M011,2,11.74,23.48
OI03042,ORD02037,M015,3,13.73,41.19
OI03043,ORD02038,M040,3,15.26,45.78
OI03044,ORD02039,M007,2,15.72,31.44
OI03045,ORD02039,M005,1,23.02,23.02
OI03046,ORD02040,M044,3,22.8,68.4
OI03047,ORD02040,M039,2,20.39,40.78
OI03048,ORD02041,M028,3,10.31,30.93
OI03049,ORD02041,M028,3,10.31,30.93
OI03050,ORD02042,M022,1,6.86,6.86
OI03051,ORD02043,M011,2,11.74,23.48
OI03052,ORD02043,M021,3,23.11,69.33
OI03053,ORD02044,M024,1,20.8,20.8
OI03054,ORD02044,M018,3,6.4,19.2
OI03055,ORD02045,M018,1,6.4,6.4
OI03056,ORD02045,M012,3,11.68,35.04
OI03057,ORD02046,M007,1,15.72,15.72
OI03058,ORD02047,M027,2,16.47,32.94
OI03059,ORD02047,M048,3,5.64,16.92
OI03060,ORD02048,M023,2,7.84,15.68
OI03061,ORD02048,M045,2,14.72,29.44
OI03062,ORD02049,M009,3,22.04,66.12
OI03063,ORD02050,M011,1,11.74,11.74
OI03064,ORD02050,M013,2,9.9,19.8
OI03065,ORD02051,M022,2,6.86,13.72
OI03066,ORD02051,M036,3,21.19,63.57
OI03067,ORD02052,M042,3,17.77,53.31
OI03068,ORD02053,M003,2,13.14,26.28
OI03069,ORD02053,M019,2,11.31,22.62
