order_id,branch_id,order_date,total_amount,status
ORD05545,BR004,2025-04-02,60.76,Completed
ORD06796,BR004,2025-04-02,47.96,Completed
ORD01685,BR003,2025-04-03,21.62,Completed
ORD01779,BR004,2025-04-03,31.43,Completed
ORD02253,BR002,2025-04-03,36.66,Completed
ORD03247,BR003,2025-04-03,23.02,Completed
ORD03358,BR003,2025-04-03,17.28,Completed
ORD03881,BR002,2025-04-03,62.95,Completed
ORD04998,BR004,2025-04-03,95.53,Completed
ORD05039,BR001,2025-04-03,101.73,Completed
ORD05156,BR003,2025-04-03,80.79,Completed
ORD05397,BR001,2025-04-03,24.27,Completed
ORD06860,BR004,2025-04-03,53.98,Completed
ORD06995,BR002,2025-04-03,65.02,Completed
ORD00427,BR002,2025-04-04,12.1,Completed
ORD01901,BR003,2025-04-04,49.06,Completed
ORD03510,BR004,2025-04-04,51.31,Completed
ORD03813,BR002,2025-04-04,29.44,Completed
ORD03873,BR004,2025-04-04,17.26,Completed
ORD04054,BR003,2025-04-04,68.11,Completed
ORD05649,BR001,2025-04-04,58.74,Completed
ORD00027,BR004,2025-04-05,36.28,Completed
ORD00146,BR002,2025-04-05,32.94,Completed
ORD00973,BR003,2025-04-05,38.73,Completed
ORD01459,BR002,2025-04-05,50.66,Completed
ORD01745,BR003,2025-04-05,14.39,Completed
ORD02143,BR003,2025-04-05,32.94,Completed
ORD02750,BR004,2025-04-05,40.78,Completed
ORD02913,BR001,2025-04-05,16.73,Completed
ORD02997,BR003,2025-04-05,12.49,Completed
ORD04060,BR002,2025-04-05,45.6,Completed
ORD04277,BR004,2025-04-05,68.04,Completed
ORD04435,BR004,2025-04-05,22.62,Completed
ORD05529,BR001,2025-04-05,36.73,Completed
ORD06041,BR002,2025-04-05,34.24,Completed
ORD06442,BR001,2025-04-05,31.08,Completed
ORD06878,BR004,2025-04-05,26.28,Completed
ORD00345,BR001,2025-04-06,39.39,Completed
ORD01908,BR002,2025-04-06,27.46,Completed
ORD02454,BR004,2025-04-06,33.9,Completed
ORD03697,BR004,2025-04-06,58.23,Completed
ORD04346,BR004,2025-04-06,44.08,Completed
ORD04701,BR004,2025-04-06,51.82,Completed
ORD05045,BR001,2025-04-06,97.05,Completed
ORD05519,BR002,2025-04-06,27.36,Completed
ORD05863,BR003,2025-04-06,55.02,Completed
ORD00003,BR004,2025-04-07,33.42,Completed
ORD01174,BR004,2025-04-07,49.5,Completed
ORD01773,BR003,2025-04-07,26.28,Completed
ORD01969,BR004,2025-04-07,46.24,Completed
ORD02860,BR004,2025-04-07,25.89,Completed
ORD04769,BR004,2025-04-07,23.74,Completed
ORD05722,BR002,2025-04-07,81.36,Completed
ORD05965,BR004,2025-04-07,25.25,Completed
ORD06515,BR001,2025-04-07,77.04,Completed
ORD00063,BR003,2025-04-08,6.75,Completed
ORD03189,BR004,2025-04-08,63.57,Completed
ORD03793,BR004,2025-04-08,45.6,Completed
ORD03827,BR003,2025-04-08,37.4,Completed
ORD04391,BR001,2025-04-08,41.8,Completed
ORD04646,BR004,2025-04-08,79.94,Completed
ORD04663,BR001,2025-04-08,36.48,Completed
ORD04756,BR002,2025-04-08,24.02,Completed
ORD05242,BR003,2025-04-08,46.22,Completed
ORD05327,BR002,2025-04-08,32.64,Completed
ORD06252,BR002,2025-04-08,61.17,Completed
ORD06985,BR002,2025-04-08,24.36,Completed
ORD00010,BR003,2025-04-09,35.08,Completed
ORD01036,BR001,2025-04-09,22.62,Completed
ORD01366,BR003,2025-04-09,69.8,Completed
ORD01369,BR003,2025-04-09,112.04,Completed
ORD01512,BR001,2025-04-09,95.63,Completed
ORD01650,BR002,2025-04-09,43.52,Completed
ORD02158,BR001,2025-04-09,40.78,Completed
ORD03626,BR001,2025-04-09,69.06,Completed
ORD04169,BR002,2025-04-09,33.93,Completed
ORD04251,BR004,2025-04-09,13.97,Completed
ORD05485,BR004,2025-04-09,34.12,Completed
ORD05645,BR002,2025-04-09,75.08,Completed
ORD06177,BR001,2025-04-09,76.8,Completed
ORD06382,BR001,2025-04-09,46.95,Completed
ORD06430,BR001,2025-04-09,13.72,Completed
ORD06537,BR002,2025-04-09,16.38,Completed
ORD06745,BR001,2025-04-09,61.42,Completed
ORD06749,BR002,2025-04-09,61.95,Completed
ORD06831,BR002,2025-04-09,85.59,Completed
ORD00598,BR001,2025-04-10,73.24,Completed
ORD01531,BR003,2025-04-10,36.84,Completed
ORD01561,BR003,2025-04-10,45.6,Completed
ORD02279,BR003,2025-04-10,75.19,Completed
ORD02417,BR001,2025-04-10,13.14,Completed
ORD02970,BR002,2025-04-10,40.58,Completed
ORD03185,BR003,2025-04-10,31.41,Completed
ORD03354,BR001,2025-04-10,72.71,Completed
ORD03831,BR004,2025-04-10,49.41,Completed
ORD05467,BR003,2025-04-10,22.62,Completed
ORD05684,BR004,2025-04-10,46.62,Completed
ORD06142,BR001,2025-04-10,59.91,Completed
ORD00754,BR003,2025-04-11,23.81,Completed
ORD01170,BR004,2025-04-11,54.48,Completed
ORD01317,BR003,2025-04-11,11.74,Completed
ORD01379,BR003,2025-04-11,12.49,Completed
ORD01916,BR002,2025-04-11,43.07,Completed
ORD01998,BR004,2025-04-11,25.89,Completed
ORD02347,BR001,2025-04-11,50.94,Completed
ORD02523,BR004,2025-04-11,26.67,Completed
ORD03202,BR001,2025-04-11,30.33,Completed
ORD03607,BR002,2025-04-11,16.38,Completed
ORD05908,BR001,2025-04-11,59.42,Completed
ORD05994,BR002,2025-04-11,54.56,Completed
ORD00289,BR003,2025-04-12,10.84,Completed
ORD00525,BR001,2025-04-12,13.5,Completed
ORD00594,BR003,2025-04-12,25.24,Completed
ORD01102,BR001,2025-04-12,17.26,Completed
ORD01171,BR004,2025-04-12,40.41,Completed
ORD01334,BR004,2025-04-12,33.93,Completed
ORD01422,BR001,2025-04-12,23.28,Completed
ORD01752,BR003,2025-04-12,13.73,Completed
ORD01872,BR004,2025-04-12,63.57,Completed
ORD02824,BR004,2025-04-12,20.39,Completed
ORD02910,BR001,2025-04-12,17.77,Completed
ORD03353,BR001,2025-04-12,68.99,Completed
ORD03746,BR004,2025-04-12,20.58,Completed
ORD05465,BR003,2025-04-12,16.47,Completed
ORD05629,BR002,2025-04-12,35.32,Completed
ORD05637,BR001,2025-04-12,50.85,Completed
ORD00756,BR001,2025-04-13,25.89,Completed
ORD01007,BR002,2025-04-13,23.35,Completed
ORD01278,BR003,2025-04-13,25.92,Completed
ORD02048,BR002,2025-04-13,45.12,Completed
ORD02730,BR004,2025-04-13,7.15,Completed
ORD05334,BR001,2025-04-13,45.78,Completed
ORD00068,BR001,2025-04-14,74.76,Completed
ORD00201,BR003,2025-04-14,37.48,Completed
ORD00297,BR003,2025-04-14,60.24,Completed
ORD00542,BR003,2025-04-14,12.8,Completed
ORD00874,BR001,2025-04-14,26.82,Completed
ORD01053,BR004,2025-04-14,65.54,Completed
ORD01789,BR001,2025-04-14,43.49,Completed
ORD02340,BR003,2025-04-14,22.8,Completed
ORD02833,BR002,2025-04-14,11.64,Completed
ORD03030,BR003,2025-04-14,70.22,Completed
ORD03079,BR003,2025-04-14,5.03,Completed
ORD04087,BR003,2025-04-14,78.78,Completed
ORD05043,BR003,2025-04-14,49.78,Completed
ORD05163,BR001,2025-04-14,10.31,Completed
ORD06019,BR002,2025-04-14,36.29,Completed
ORD00730,BR002,2025-04-15,33.86,Completed
ORD01290,BR003,2025-04-15,10.84,Completed
ORD01964,BR002,2025-04-15,63.75,Completed
ORD03481,BR001,2025-04-15,36.52,Completed
ORD04206,BR002,2025-04-15,40.76,Completed
ORD04227,BR004,2025-04-15,34.08,Completed
ORD04530,BR003,2025-04-15,72.69,Completed
ORD04704,BR004,2025-04-15,20.62,Completed
ORD04928,BR003,2025-04-15,83.51,Completed
ORD06143,BR003,2025-04-15,60.17,Completed
ORD06661,BR001,2025-04-15,17.26,Completed
ORD00636,BR003,2025-04-16,8.19,Completed
ORD01895,BR002,2025-04-16,50.47,Completed
ORD04002,BR003,2025-04-16,27.36,Completed
ORD04189,BR003,2025-04-16,34.69,Completed
ORD04222,BR004,2025-04-16,66.36,Completed
ORD04303,BR001,2025-04-16,54.27,Completed
ORD05914,BR002,2025-04-16,23.52,Completed
ORD06022,BR004,2025-04-16,31.98,Completed
ORD06032,BR002,2025-04-16,60.83,Completed
ORD06390,BR003,2025-04-16,61.46,Completed
ORD06510,BR004,2025-04-16,14.72,Completed
ORD00159,BR003,2025-04-17,11.31,Completed
ORD00803,BR002,2025-04-17,45.6,Completed
ORD01346,BR004,2025-04-17,18.33,Completed
ORD01653,BR001,2025-04-17,29.7,Completed
ORD02123,BR003,2025-04-17,46.22,Completed
ORD03085,BR003,2025-04-17,109.13,Completed
ORD03961,BR004,2025-04-17,69.86,Completed
ORD04460,BR004,2025-04-17,13.14,Completed
ORD06290,BR001,2025-04-17,48.99,Completed
ORD06574,BR001,2025-04-17,73.15,Completed
ORD06819,BR002,2025-04-17,87.63,Completed
ORD00410,BR002,2025-04-18,80.82,Completed
ORD00771,BR002,2025-04-18,50.33,Completed
ORD01688,BR001,2025-04-18,56.1,Completed
ORD01943,BR003,2025-04-18,23.23,Completed
ORD02227,BR003,2025-04-18,62.4,Completed
ORD02314,BR002,2025-04-18,10.84,Completed
ORD03239,BR001,2025-04-18,16.92,Completed
ORD03311,BR002,2025-04-18,11.68,Completed
ORD03714,BR001,2025-04-18,23.74,Completed
ORD03839,BR004,2025-04-18,16.38,Completed
ORD01337,BR003,2025-04-19,46.06,Completed
ORD01845,BR002,2025-04-19,35.22,Completed
ORD01900,BR001,2025-04-19,83.67,Completed
ORD02477,BR001,2025-04-19,13.72,Completed
ORD03484,BR004,2025-04-19,13.5,Completed
ORD03645,BR003,2025-04-19,30.2,Completed
ORD03830,BR002,2025-04-19,22.99,Completed
ORD04463,BR001,2025-04-19,42.06,Completed
ORD04742,BR002,2025-04-19,13.48,Completed
ORD05113,BR004,2025-04-19,61.17,Completed
ORD05313,BR004,2025-04-19,66.36,Completed
ORD05398,BR003,2025-04-19,62.4,Completed
ORD05592,BR003,2025-04-19,53.44,Completed
ORD06386,BR001,2025-04-19,21.74,Completed
ORD00315,BR001,2025-04-20,27.46,Completed
ORD00439,BR004,2025-04-20,20.08,Completed
ORD02924,BR001,2025-04-20,38.08,Completed
ORD03696,BR004,2025-04-20,28.96,Completed
ORD04432,BR003,2025-04-20,9.9,Completed
ORD04607,BR001,2025-04-20,24.02,Completed
ORD04733,BR002,2025-04-20,20.37,Completed
ORD05528,BR002,2025-04-20,37.4,Completed
ORD05820,BR001,2025-04-20,20.8,Completed
ORD05846,BR003,2025-04-20,21.03,Completed
ORD06083,BR001,2025-04-20,49.12,Completed
ORD06567,BR004,2025-04-20,55.77,Completed
ORD01368,BR002,2025-04-21,10.84,Completed
ORD01377,BR003,2025-04-21,61.14,Completed
ORD01516,BR001,2025-04-21,15.26,Completed
ORD02325,BR002,2025-04-21,81.9,Completed
ORD02661,BR001,2025-04-21,43.62,Completed
ORD03017,BR004,2025-04-21,41.91,Completed
ORD03980,BR002,2025-04-21,34.96,Completed
ORD04342,BR002,2025-04-21,54.73,Completed
ORD05252,BR004,2025-04-21,6.74,Completed
ORD05547,BR003,2025-04-21,65.58,Completed
ORD06123,BR002,2025-04-21,13.48,Completed
ORD00898,BR004,2025-04-22,17.18,Completed
ORD01399,BR004,2025-04-22,53.32,Completed
ORD01461,BR001,2025-04-22,19.2,Completed
ORD01701,BR002,2025-04-22,62.4,Completed
ORD02091,BR001,2025-04-22,11.68,Completed
ORD02196,BR001,2025-04-22,54.99,Completed
ORD02364,BR001,2025-04-22,62.4,Completed
ORD02632,BR001,2025-04-22,69.06,Completed
ORD02734,BR001,2025-04-22,22.62,Completed
ORD04090,BR001,2025-04-22,31.08,Completed
ORD04157,BR001,2025-04-22,57.17,Completed
ORD00673,BR004,2025-04-23,37.71,Completed
ORD02202,BR004,2025-04-23,23.11,Completed
ORD02267,BR002,2025-04-23,35.26,Completed
ORD02416,BR003,2025-04-23,23.28,Completed
ORD02556,BR003,2025-04-23,35.04,Completed
ORD04827,BR002,2025-04-23,22.41,Completed
ORD00147,BR003,2025-04-24,43.32,Completed
ORD01356,BR002,2025-04-24,76.3,Completed
ORD03120,BR001,2025-04-24,16.92,Completed
ORD03352,BR002,2025-04-24,63.09,Completed
ORD03885,BR004,2025-04-24,60.5,Completed
ORD06490,BR002,2025-04-24,55.11,Completed
ORD06520,BR004,2025-04-24,20.7,Completed
ORD00101,BR003,2025-04-25,25.92,Completed
ORD01206,BR001,2025-04-25,36.62,Completed
ORD01913,BR001,2025-04-25,78.25,Completed
ORD02385,BR004,2025-04-25,29.33,Completed
ORD02757,BR002,2025-04-25,36.78,Completed
ORD03756,BR004,2025-04-25,44.43,Completed
ORD03921,BR002,2025-04-25,42.38,Completed
ORD03923,BR003,2025-04-25,27.42,Completed
ORD04541,BR003,2025-04-25,21.76,Completed
ORD05840,BR002,2025-04-25,59.51,Completed
ORD05974,BR002,2025-04-25,22.41,Completed
ORD06497,BR001,2025-04-25,85.47,Completed
ORD06670,BR003,2025-04-25,21.58,Completed
ORD01448,BR004,2025-04-26,20.38,Completed
ORD01867,BR001,2025-04-26,25.5,Completed
ORD02118,BR003,2025-04-26,13.97,Completed
ORD02272,BR003,2025-04-26,37.0,Completed
ORD02363,BR004,2025-04-26,38.2,Completed
ORD03341,BR004,2025-04-26,83.59,Completed
ORD03503,BR001,2025-04-26,53.24,Completed
ORD03869,BR004,2025-04-26,12.96,Completed
ORD03962,BR004,2025-04-26,21.89,Completed
ORD04984,BR002,2025-04-26,23.52,Completed
ORD05164,BR001,2025-04-26,18.33,Completed
ORD06410,BR001,2025-04-26,41.91,Completed
ORD06584,BR002,2025-04-26,15.09,Completed
ORD00397,BR001,2025-04-27,62.4,Completed
ORD00662,BR004,2025-04-27,126.18,Completed
ORD01843,BR002,2025-04-27,43.44,Completed
ORD02124,BR004,2025-04-27,66.36,Completed
ORD03029,BR004,2025-04-27,60.74,Completed
ORD04455,BR001,2025-04-27,34.77,Completed
ORD04601,BR002,2025-04-27,35.61,Completed
ORD04705,BR001,2025-04-27,66.69,Completed
ORD05433,BR001,2025-04-27,25.89,Completed
ORD06120,BR001,2025-04-27,16.92,Completed
ORD06672,BR003,2025-04-27,92.68,Completed
ORD06926,BR002,2025-04-27,55.11,Completed
ORD00221,BR003,2025-04-28,15.26,Completed
ORD00785,BR002,2025-04-28,68.4,Completed
ORD02415,BR003,2025-04-28,61.14,Completed
ORD02703,BR002,2025-04-28,27.59,Completed
ORD03240,BR003,2025-04-28,96.98,Completed
ORD04725,BR004,2025-04-28,52.22,Completed
ORD04907,BR001,2025-04-28,45.06,Completed
ORD05036,BR002,2025-04-28,16.67,Completed
ORD05189,BR001,2025-04-28,5.42,Completed
ORD05374,BR003,2025-04-28,20.62,Completed
ORD05782,BR003,2025-04-28,52.12,Completed
ORD00125,BR002,2025-04-29,46.22,Completed
ORD00337,BR004,2025-04-29,19.55,Completed
ORD00883,BR002,2025-04-29,92.44,Completed
ORD01973,BR004,2025-04-29,23.74,Completed
ORD02213,BR004,2025-04-29,46.44,Completed
ORD03384,BR003,2025-04-29,47.16,Completed
ORD03858,BR002,2025-04-29,18.37,Completed
ORD04540,BR003,2025-04-29,12.1,Completed
ORD04773,BR004,2025-04-29,20.8,Completed
ORD04955,BR001,2025-04-29,29.7,Completed
ORD05477,BR004,2025-04-29,30.76,Completed
ORD05990,BR002,2025-04-29,46.04,Completed
ORD06210,BR003,2025-04-29,37.4,Completed
ORD06493,BR002,2025-04-29,37.73,Completed
ORD00218,BR003,2025-04-30,23.11,Completed
ORD00227,BR002,2025-04-30,28.68,Completed
ORD00759,BR003,2025-04-30,78.46,Completed
ORD01538,BR002,2025-04-30,10.84,Completed
ORD01815,BR003,2025-04-30,11.52,Completed
ORD02065,BR004,2025-04-30,34.92,Completed
ORD02403,BR004,2025-04-30,45.6,Completed
ORD02842,BR002,2025-04-30,23.28,Completed
ORD03299,BR001,2025-04-30,78.46,Completed
ORD03675,BR002,2025-04-30,61.96,Completed
ORD04531,BR001,2025-04-30,15.09,Completed
ORD05241,BR001,2025-04-30,21.45,Completed
ORD05735,BR003,2025-04-30,14.72,Completed
ORD05904,BR002,2025-04-30,25.89,Completed
ORD06486,BR003,2025-04-30,18.15,Completed
ORD00343,BR003,2025-05-01,18.7,Completed
ORD02700,BR003,2025-05-01,23.22,Completed
ORD02777,BR003,2025-05-01,46.32,Completed
ORD03128,BR002,2025-05-01,43.54,Completed
ORD03295,BR001,2025-05-01,42.06,Completed
ORD03563,BR002,2025-05-01,34.36,Completed
ORD03678,BR003,2025-05-01,34.48,Completed
ORD03970,BR001,2025-05-01,60.24,Completed
ORD03971,BR004,2025-05-01,64.13,Completed
ORD05017,BR001,2025-05-01,60.24,Completed
ORD05337,BR003,2025-05-01,24.98,Completed
ORD05503,BR004,2025-05-01,56.1,Completed
ORD05704,BR001,2025-05-01,84.88,Completed
ORD05762,BR004,2025-05-01,63.7,Completed
ORD06723,BR001,2025-05-01,87.34,Completed
ORD06890,BR003,2025-05-01,5.64,Completed
ORD00270,BR003,2025-05-02,49.41,Completed
ORD00528,BR004,2025-05-02,27.46,Completed
ORD01507,BR002,2025-05-02,35.46,Completed
ORD02214,BR004,2025-05-02,15.09,Completed
ORD02345,BR001,2025-05-02,51.92,Completed
ORD02551,BR002,2025-05-02,22.8,Completed
ORD03118,BR001,2025-05-02,68.22,Completed
ORD03630,BR001,2025-05-02,16.38,Completed
ORD04013,BR001,2025-05-02,90.16,Completed
ORD04040,BR003,2025-05-02,25.82,Completed
ORD04102,BR001,2025-05-02,86.38,Completed
ORD04207,BR003,2025-05-02,65.0,Completed
ORD04336,BR002,2025-05-02,57.45,Completed
ORD04967,BR001,2025-05-02,19.2,Completed
ORD05257,BR003,2025-05-02,84.04,Completed
ORD05487,BR004,2025-05-02,62.4,Completed
ORD05642,BR003,2025-05-02,21.45,Completed
ORD05823,BR004,2025-05-02,31.99,Completed
ORD06117,BR003,2025-05-02,42.34,Completed
ORD06264,BR004,2025-05-02,89.07,Completed
ORD06578,BR003,2025-05-02,21.76,Completed
ORD00968,BR003,2025-05-03,54.41,Completed
ORD01370,BR004,2025-05-03,77.52,Completed
ORD02988,BR003,2025-05-03,31.08,Completed
ORD06102,BR001,2025-05-03,16.95,Completed
ORD06302,BR001,2025-05-03,66.12,Completed
ORD06750,BR001,2025-05-03,34.9,Completed
ORD00689,BR001,2025-05-04,60.39,Completed
ORD00791,BR004,2025-05-04,6.75,Completed
ORD02211,BR001,2025-05-04,57.36,Completed
ORD03037,BR001,2025-05-04,89.34,Completed
ORD03114,BR003,2025-05-04,16.26,Completed
ORD03493,BR003,2025-05-04,50.56,Completed
ORD03551,BR004,2025-05-04,41.61,Completed
ORD03713,BR003,2025-05-04,57.02,Completed
ORD04328,BR002,2025-05-04,83.18,Completed
ORD05368,BR002,2025-05-04,35.0,Completed
ORD06766,BR001,2025-05-04,41.57,Completed
ORD06781,BR003,2025-05-04,46.72,Completed
ORD01494,BR002,2025-05-05,31.08,Completed
ORD02295,BR004,2025-05-05,61.0,Completed
ORD02489,BR003,2025-05-05,15.09,Completed
ORD03304,BR004,2025-05-05,12.96,Completed
ORD03616,BR003,2025-05-05,11.87,Completed
ORD04627,BR004,2025-05-05,46.04,Completed
ORD04946,BR003,2025-05-05,13.5,Completed
ORD05197,BR003,2025-05-05,44.26,Completed
ORD00094,BR001,2025-05-06,35.04,Completed
ORD00163,BR001,2025-05-06,30.52,Completed
ORD01218,BR004,2025-05-06,104.4,Completed
ORD03625,BR003,2025-05-06,12.49,Completed
ORD05209,BR002,2025-05-06,31.89,Completed
ORD05698,BR002,2025-05-06,27.45,Completed
ORD06765,BR001,2025-05-06,20.08,Completed
ORD00808,BR002,2025-05-07,15.26,Completed
ORD00819,BR001,2025-05-07,23.52,Completed
ORD01089,BR001,2025-05-07,80.04,Completed
ORD01311,BR003,2025-05-07,29.44,Completed
ORD01352,BR004,2025-05-07,88.26,Completed
ORD01809,BR002,2025-05-07,11.28,Completed
ORD02107,BR002,2025-05-07,13.72,Completed
ORD02452,BR004,2025-05-07,47.9,Completed
ORD03406,BR001,2025-05-07,11.64,Completed
ORD04612,BR003,2025-05-07,84.36,Completed
ORD04746,BR001,2025-05-07,78.12,Completed
ORD05044,BR001,2025-05-07,61.17,Completed
ORD06414,BR003,2025-05-07,23.48,Completed
ORD06484,BR001,2025-05-07,58.9,Completed
ORD00131,BR002,2025-05-08,42.06,Completed
ORD00534,BR003,2025-05-08,13.48,Completed
ORD00831,BR002,2025-05-08,11.31,Completed
ORD00936,BR004,2025-05-08,19.24,Completed
ORD00983,BR004,2025-05-08,12.1,Completed
ORD01115,BR001,2025-05-08,37.02,Completed
ORD01374,BR001,2025-05-08,21.05,Completed
ORD02472,BR001,2025-05-08,48.05,Completed
ORD02494,BR003,2025-05-08,79.72,Completed
ORD02598,BR004,2025-05-08,10.31,Completed
ORD03082,BR003,2025-05-08,29.44,Completed
ORD03693,BR001,2025-05-08,36.56,Completed
ORD04155,BR004,2025-05-08,76.05,Completed
ORD05378,BR004,2025-05-08,17.59,Completed
ORD05414,BR003,2025-05-08,40.76,Completed
ORD05931,BR001,2025-05-08,36.74,Completed
ORD06496,BR002,2025-05-08,25.92,Completed
ORD00306,BR003,2025-05-09,34.33,Completed
ORD00605,BR003,2025-05-09,46.62,Completed
ORD03430,BR004,2025-05-09,5.64,Completed
ORD03461,BR001,2025-05-09,16.95,Completed
ORD03684,BR001,2025-05-09,104.28,Completed
ORD04364,BR003,2025-05-09,83.89,Completed
ORD04415,BR003,2025-05-09,16.38,Completed
ORD04556,BR003,2025-05-09,53.31,Completed
ORD04849,BR001,2025-05-09,13.5,Completed
ORD06585,BR003,2025-05-09,57.6,Completed
ORD06839,BR004,2025-05-09,33.52,Completed
ORD06937,BR001,2025-05-09,48.81,Completed
ORD00184,BR001,2025-05-10,49.41,Completed
ORD00357,BR003,2025-05-10,46.04,Completed
ORD00796,BR002,2025-05-10,29.44,Completed
ORD01039,BR001,2025-05-10,34.36,Completed
ORD02186,BR001,2025-05-10,6.86,Completed
ORD02487,BR003,2025-05-10,21.45,Completed
ORD02629,BR001,2025-05-10,23.41,Completed
ORD02856,BR002,2025-05-10,21.03,Completed
ORD03018,BR001,2025-05-10,20.25,Completed
ORD03737,BR001,2025-05-10,30.66,Completed
ORD04350,BR002,2025-05-10,35.8,Completed
ORD04382,BR001,2025-05-10,78.25,Completed
ORD05087,BR002,2025-05-10,30.93,Completed
ORD05896,BR003,2025-05-10,34.36,Completed
ORD05954,BR002,2025-05-10,92.4,Completed
ORD06694,BR003,2025-05-10,35.22,Completed
ORD06756,BR001,2025-05-10,100.23,Completed
ORD00011,BR001,2025-05-11,57.68,Completed
ORD00743,BR004,2025-05-11,16.38,Completed
ORD01287,BR001,2025-05-11,14.72,Completed
ORD02099,BR003,2025-05-11,12.8,Completed
ORD02526,BR003,2025-05-11,11.87,Completed
ORD03559,BR001,2025-05-11,11.31,Completed
ORD03850,BR002,2025-05-11,50.44,Completed
ORD03891,BR001,2025-05-11,71.3,Completed
ORD04114,BR002,2025-05-11,61.86,Completed
ORD04314,BR003,2025-05-11,10.31,Completed
ORD05148,BR003,2025-05-11,55.11,Completed
ORD05448,BR003,2025-05-11,22.62,Completed
ORD06501,BR002,2025-05-11,14.3,Completed
ORD01119,BR001,2025-05-12,69.33,Completed
ORD02086,BR002,2025-05-12,69.06,Completed
ORD02103,BR001,2025-05-12,88.55,Completed
ORD02365,BR001,2025-05-12,28.8,Completed
ORD02411,BR002,2025-05-12,89.28,Completed
ORD02435,BR004,2025-05-12,40.76,Completed
ORD03197,BR001,2025-05-12,15.54,Completed
ORD03457,BR001,2025-05-12,6.05,Completed
ORD03511,BR004,2025-05-12,28.52,Completed
ORD04520,BR004,2025-05-12,53.6,Completed
ORD04935,BR002,2025-05-12,10.84,Completed
ORD05463,BR004,2025-05-12,30.95,Completed
ORD05501,BR002,2025-05-12,25.59,Completed
ORD05560,BR002,2025-05-12,7.84,Completed
ORD06372,BR001,2025-05-12,29.4,Completed
ORD00070,BR003,2025-05-13,45.78,Completed
ORD01350,BR001,2025-05-13,88.28,Completed
ORD01733,BR003,2025-05-13,33.93,Completed
ORD02356,BR002,2025-05-13,44.08,Completed
ORD03434,BR001,2025-05-13,69.44,Completed
ORD03865,BR003,2025-05-13,46.9,Completed
ORD04583,BR002,2025-05-13,100.31,Completed
ORD05474,BR003,2025-05-13,20.39,Completed
ORD06026,BR004,2025-05-13,6.75,Completed
ORD06071,BR003,2025-05-13,42.99,Completed
ORD06250,BR002,2025-05-13,12.96,Completed
ORD06991,BR002,2025-05-13,20.39,Completed
ORD00251,BR002,2025-05-14,10.84,Completed
ORD03167,BR003,2025-05-14,124.26,Completed
ORD03320,BR002,2025-05-14,15.54,Completed
ORD03376,BR003,2025-05-14,43.98,Completed
ORD03927,BR002,2025-05-14,23.36,Completed
ORD04025,BR002,2025-05-14,15.09,Completed
ORD05175,BR002,2025-05-14,23.36,Completed
ORD06630,BR004,2025-05-14,54.8,Completed
ORD06638,BR004,2025-05-14,71.03,Completed
ORD06857,BR002,2025-05-14,46.04,Completed
ORD01849,BR001,2025-05-15,11.68,Completed
ORD02102,BR004,2025-05-15,94.98,Completed
ORD02381,BR003,2025-05-15,23.48,Completed
ORD02900,BR002,2025-05-15,39.34,Completed
ORD02929,BR004,2025-05-15,65.35,Completed
ORD03255,BR002,2025-05-15,21.19,Completed
ORD03453,BR002,2025-05-15,51.54,Completed
ORD04361,BR002,2025-05-15,5.42,Completed
ORD05420,BR001,2025-05-15,82.2,Completed
ORD06327,BR003,2025-05-15,9.9,Completed
ORD06479,BR002,2025-05-15,74.37,Completed
ORD00170,BR003,2025-05-16,35.22,Completed
ORD00424,BR003,2025-05-16,86.2,Completed
ORD01284,BR004,2025-05-16,14.3,Completed
ORD02031,BR004,2025-05-16,49.84,Completed
ORD02343,BR004,2025-05-16,23.48,Completed
ORD02668,BR001,2025-05-16,40.38,Completed
ORD03005,BR002,2025-05-16,32.94,Completed
ORD03562,BR004,2025-05-16,27.94,Completed
ORD04210,BR004,2025-05-16,13.14,Completed
ORD04245,BR004,2025-05-16,41.6,Completed
ORD04300,BR002,2025-05-16,42.06,Completed
ORD04483,BR003,2025-05-16,13.48,Completed
ORD05654,BR001,2025-05-16,41.18,Completed
ORD06287,BR002,2025-05-16,34.36,Completed
ORD06489,BR004,2025-05-16,131.73,Completed
ORD00621,BR001,2025-05-17,12.8,Completed
ORD01362,BR001,2025-05-17,33.5,Completed
ORD01503,BR002,2025-05-17,45.6,Completed
ORD01924,BR004,2025-05-17,11.31,Completed
ORD02671,BR001,2025-05-17,75.31,Completed
ORD02969,BR003,2025-05-17,36.66,Completed
ORD03627,BR002,2025-05-17,134.52,Completed
ORD03828,BR002,2025-05-17,56.3,Completed
ORD04052,BR001,2025-05-17,11.64,Completed
ORD04106,BR003,2025-05-17,61.17,Completed
ORD06419,BR003,2025-05-17,50.61,Completed
ORD06817,BR003,2025-05-17,83.51,Completed
ORD06889,BR003,2025-05-17,41.6,Completed
ORD01502,BR001,2025-05-18,55.75,Completed
ORD02245,BR001,2025-05-18,47.18,Completed
ORD02550,BR004,2025-05-18,46.1,Completed
ORD02563,BR004,2025-05-18,54.58,Completed
ORD02577,BR001,2025-05-18,13.97,Completed
ORD04239,BR004,2025-05-18,82.53,Completed
ORD04356,BR003,2025-05-18,23.74,Completed
ORD04992,BR003,2025-05-18,17.77,Completed
ORD00503,BR001,2025-05-19,55.11,Completed
ORD01223,BR003,2025-05-19,10.06,Completed
ORD01427,BR004,2025-05-19,13.48,Completed
